line_no,name,building_type,start_dynasty,start_year,century,province,dimension,term,term_confidence
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑材料,铁铸,0.89
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑功能,钟鼓楼,0.88
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑功能,声教楼,0.87
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑功能,交通穿行,0.86
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑功能,报时设施,0.85
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,营造技艺,汉式形制,0.85
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,营造技艺,蒙古族布局,0.84
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,营造技艺,落架重修,0.83
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,营造技艺,传统工艺结合现代技术,0.82
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑空间布局,十字穿心拱洞,0.93
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑空间布局,方形台基,0.92
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑空间布局,四向通达,0.91
1087,永昌钟鼓楼,官府,明,1586,16世纪,甘肃省,建筑空间布局,西北登台,0.9
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑结构体系,砖木结构,0.95
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑结构体系,黄土夯筑,0.94
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑结构体系,硬山顶,0.92
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑材料,青砖,0.93
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑材料,黄土,0.93
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑材料,琉璃瓦,0.93
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑材料,甘南木料,0.91
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑材料,陕西石料,0.9
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑功能,祖先堂,0.9
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑功能,宅邸,0.89
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑功能,军事驻防,0.88
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,营造技艺,煤炭地基处理,0.92
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,营造技艺,砖雕,0.91
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,营造技艺,彩绘,0.9
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,营造技艺,硬山顶营造,0.89
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑空间布局,三进院落,0.96
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑空间布局,三宫六院,0.95
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑空间布局,中轴对称,0.94
1093,董府,官府,清,1902,20世纪,宁夏回族自治区,建筑空间布局,双四合院,0.93
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑结构体系,石拱桥,0.98
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑结构体系,多孔拱券,0.97
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑结构体系,桥墩台,0.96
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑材料,石材,0.95
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑材料,石栏板,0.94
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑材料,石望柱,0.93
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑功能,交通桥梁,0.96
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑功能,古驿道节点,0.95
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑功能,公路桥（历史）,0.94
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,营造技艺,铁梁镇河,0.92
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,营造技艺,石雕工艺,0.91
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,营造技艺,车辙留痕,0.9
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑空间布局,南北轴线,0.94
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑空间布局,对称桥孔,0.93
1103,琉璃河大桥,桥梁,明,1418,15世纪,北京市,建筑空间布局,牌坊入口,0.92
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑结构体系,抬梁式,0.92
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑结构体系,中轴对称,0.95
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑结构体系,多进院落,0.93
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑结构体系,翼楼结构,0.9
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑材料,青筒灰瓦,0.88
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑材料,黄琉璃瓦,0.86
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑材料,木材,0.84
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑材料,砖石,0.82
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑功能,王府住宅,0.93
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑功能,祠堂,0.91
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑功能,书房,0.9
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑功能,仆役用房,0.89
1107,克勤郡王府,官府,清,1644,17世纪,北京市,营造技艺,修旧如旧,0.85
1107,克勤郡王府,官府,清,1644,17世纪,北京市,营造技艺,规制复建,0.83
1107,克勤郡王府,官府,清,1644,17世纪,北京市,营造技艺,传统木作,0.8
1107,克勤郡王府,官府,清,1644,17世纪,北京市,营造技艺,专家指导修复,0.78
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑空间布局,三路多进,0.95
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑空间布局,中轴线布局,0.94
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑空间布局,丹墀前出,0.92
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑空间布局,东西配殿,0.93
1107,克勤郡王府,官府,清,1644,17世纪,北京市,建筑空间布局,后罩房,0.91
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑结构体系,四柱五楼,0.95
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑结构体系,三重檐,0.95
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑结构体系,仿木结构,0.95
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑结构体系,石雕斗拱,0.94
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑材料,花岗岩,0.98
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑材料,灵寿绿,0.98
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑功能,功绩表彰,0.92
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑功能,敕建牌坊,0.91
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,营造技艺,透雕,0.96
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,营造技艺,浮雕,0.95
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,营造技艺,夹柱石狮,0.94
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,营造技艺,流云雕刻,0.93
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑空间布局,坐北朝南,0.9
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑空间布局,横跨道路,0.89
1131,灵寿石牌坊,官府,明,1641,17世纪,河北省,建筑空间布局,两面一体,0.88
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑结构体系,砖石结构,0.95
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑结构体系,垛口墙,0.92
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑结构体系,瞭望孔,0.9
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑材料,青砖,0.93
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑材料,夯土,0.91
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑功能,军事防御,0.9
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑功能,长城防御体系,0.88
1137,永平府城墙,官府,东汉,207,3世纪,河北省,营造技艺,垛口墙砌筑,0.85
1137,永平府城墙,官府,东汉,207,3世纪,河北省,营造技艺,护城河整修,0.83
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑空间布局,不规则矩形平面,0.96
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑空间布局,四门制,0.94
1137,永平府城墙,官府,东汉,207,3世纪,河北省,建筑空间布局,瓮城,0.92
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑结构体系,石拱桥,0.95
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑结构体系,五孔拱,0.93
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑材料,花岗岩,0.95
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑材料,石材,0.92
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑功能,交通桥梁,0.9
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑功能,京畿要道,0.88
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,营造技艺,望柱雕刻,0.55
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,营造技艺,素面柱身,0.53
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,营造技艺,卷尖叶纹,0.52
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑空间布局,对称栏板,0.85
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑空间布局,双侧望柱,0.83
1138,下胡良桥,桥梁,明,1574,16世纪,河北省,建筑空间布局,线性桥面,0.8
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑结构体系,重檐歇山顶,0.95
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑结构体系,抬梁式,0.93
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑结构体系,六椽三柱,0.92
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑结构体系,斗拱结构,0.94
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑材料,木材,0.9
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑材料,铁,0.88
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑材料,布瓦,0.87
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑材料,石柱,0.85
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑功能,报时,0.85
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑功能,文物遗存,0.83
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑功能,声学展示,0.82
1142,保定钟楼,官府,金,1181,12世纪,河北省,营造技艺,斗拱,0.8
1142,保定钟楼,官府,金,1181,12世纪,河北省,营造技艺,彩画,0.78
1142,保定钟楼,官府,金,1181,12世纪,河北省,营造技艺,清水砌墙,0.77
1142,保定钟楼,官府,金,1181,12世纪,河北省,营造技艺,T型枋构,0.76
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑空间布局,台基式,0.9
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑空间布局,面阔三间,0.88
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑空间布局,廊柱环绕,0.87
1142,保定钟楼,官府,金,1181,12世纪,河北省,建筑空间布局,金柱支撑,0.86
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑结构体系,砖城,0.98
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑结构体系,瓮城,0.97
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑结构体系,月城,0.96
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑结构体系,角楼,0.95
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑结构体系,护城河,0.94
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑材料,大青砖,0.95
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑材料,土墙,0.93
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑材料,青石,0.92
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑材料,条石,0.91
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑功能,防御体系,0.92
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑功能,拱卫京师,0.9
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑功能,望河楼,0.89
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑功能,看花楼,0.88
1143,正定城墙,官府,东晋,352,4世纪,河北省,营造技艺,城砖拱券,0.9
1143,正定城墙,官府,东晋,352,4世纪,河北省,营造技艺,青石铺基,0.89
1143,正定城墙,官府,东晋,352,4世纪,河北省,营造技艺,条石甬道,0.88
1143,正定城墙,官府,东晋,352,4世纪,河北省,营造技艺,垛口,0.87
1143,正定城墙,官府,东晋,352,4世纪,河北省,营造技艺,马面,0.86
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑空间布局,官帽形制,0.96
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑空间布局,四门直角瓮城,0.95
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑空间布局,曲折迂回布局,0.94
1143,正定城墙,官府,东晋,352,4世纪,河北省,建筑空间布局,南北长东西窄,0.93
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑结构体系,单圆拱,0.95
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑结构体系,附拱,0.92
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑结构体系,横向交错砌筑,0.94
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑材料,花岗岩,0.97
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑材料,料石,0.96
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑材料,长条石,0.93
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑材料,汉白玉,0.91
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑功能,泄洪,0.85
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑功能,桥身保护,0.83
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,营造技艺,横向交错砌筑,0.93
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,营造技艺,悬砌,0.91
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,营造技艺,拱券工艺,0.92
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑空间布局,弧形桥面,0.9
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑空间布局,望柱,0.89
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑空间布局,吞水兽,0.88
1146,方顺桥,桥梁,西晋,309,4世纪,河北省,建筑空间布局,桥头雕饰,0.87
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑结构体系,抬梁式,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑结构体系,穿斗式,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑材料,木材,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑材料,砖石,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑功能,居住,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑功能,行政办公,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,营造技艺,榫卯,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,营造技艺,斗拱,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑空间布局,围院结构,0.45
1147,登瀛桥,桥梁,明,1368,14世纪,河北省,建筑空间布局,中轴对称,0.45
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑结构体系,七孔连拱石桥,0.95
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑结构体系,拱桥结构,0.93
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑材料,石材,0.85
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑材料,钢筋水泥,0.85
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑功能,交通桥梁,0.9
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑功能,河道跨越,0.88
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,营造技艺,石雕栏板,0.55
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,营造技艺,卷云纹雕刻,0.53
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑空间布局,对称望柱布局,0.8
1154,衡水安济桥,桥梁,明,1457,15世纪,河北省,建筑空间布局,石栏板与望柱组合,0.78
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑结构体系,抬梁式,0.65
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑结构体系,穿斗式,0.55
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑材料,青砖,0.7
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑材料,木材,0.75
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑材料,灰瓦,0.65
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑功能,全国重点文物保护单位,0.6
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑功能,近现代文物,0.6
1156,淮军公所,官府,清,1644,17世纪,河北省,营造技艺,雕花门窗,0.6
1156,淮军公所,官府,清,1644,17世纪,河北省,营造技艺,砖雕,0.65
1156,淮军公所,官府,清,1644,17世纪,河北省,营造技艺,彩绘,0.6
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑空间布局,院落,0.7
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑空间布局,军区院落遗址,0.7
1156,淮军公所,官府,清,1644,17世纪,河北省,建筑空间布局,戏楼,0.7
1157,清河道署,官府,清,1726,18世纪,河北省,建筑结构体系,抬梁式,0.95
1157,清河道署,官府,清,1726,18世纪,河北省,建筑结构体系,硬山顶,0.94
1157,清河道署,官府,清,1726,18世纪,河北省,建筑结构体系,歇山顶,0.92
1157,清河道署,官府,清,1726,18世纪,河北省,建筑结构体系,卷棚顶,0.91
1157,清河道署,官府,清,1726,18世纪,河北省,建筑结构体系,悬山垂花门,0.9
1157,清河道署,官府,清,1726,18世纪,河北省,建筑材料,砖,0.85
1157,清河道署,官府,清,1726,18世纪,河北省,建筑材料,木材,0.84
1157,清河道署,官府,清,1726,18世纪,河北省,建筑材料,磨砖对缝,0.83
1157,清河道署,官府,清,1726,18世纪,河北省,建筑材料,彩绘,0.82
1157,清河道署,官府,清,1726,18世纪,河北省,建筑功能,前衙后邸,0.97
1157,清河道署,官府,清,1726,18世纪,河北省,建筑功能,办公场所,0.95
1157,清河道署,官府,清,1726,18世纪,河北省,建筑功能,官员居所,0.94
1157,清河道署,官府,清,1726,18世纪,河北省,建筑功能,休憩聚会空间,0.93
1157,清河道署,官府,清,1726,18世纪,河北省,营造技艺,砖雕,0.92
1157,清河道署,官府,清,1726,18世纪,河北省,营造技艺,木雕,0.92
1157,清河道署,官府,清,1726,18世纪,河北省,营造技艺,彩绘装饰,0.91
1157,清河道署,官府,清,1726,18世纪,河北省,营造技艺,透雕花罩,0.9
1157,清河道署,官府,清,1726,18世纪,河北省,建筑空间布局,三路轴线对称,0.96
1157,清河道署,官府,清,1726,18世纪,河北省,建筑空间布局,中轴线布局,0.95
1157,清河道署,官府,清,1726,18世纪,河北省,建筑空间布局,院落组合,0.94
1157,清河道署,官府,清,1726,18世纪,河北省,建筑空间布局,一正两厢,0.93
1157,清河道署,官府,清,1726,18世纪,河北省,建筑空间布局,庑廊连接,0.92
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑结构体系,四合院式,0.92
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑结构体系,围院结构,0.85
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑材料,青砖,0.85
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑材料,木材,0.83
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑材料,灰瓦,0.8
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑功能,粮仓,0.96
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑功能,赈灾仓库,0.94
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑功能,自救仓储,0.9
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,营造技艺,防潮技术,0.94
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,营造技艺,防火设计,0.93
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,营造技艺,抗震构造,0.92
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,营造技艺,通风设计,0.91
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑空间布局,四合院式,0.88
1158,深州盈亿义仓,官府,清,1898,19世纪,河北省,建筑空间布局,围院布局,0.85
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑结构体系,单孔石拱桥,0.95
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑结构体系,石拱结构,0.9
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑材料,条石,0.85
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑材料,石材,0.8
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑功能,交通通道,0.9
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑功能,城门连接桥,0.85
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,营造技艺,纵联式砌筑法,0.9
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,营造技艺,拱券技术,0.85
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑空间布局,跨河桥位,0.85
1183,襄垣永惠桥,桥梁,金,1131,12世纪,山西省,建筑空间布局,城门间布局,0.8
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑结构体系,重檐十字歇山顶,0.95
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑结构体系,梁架结构,0.95
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑结构体系,墩台结构,0.93
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑材料,青砖,0.9
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑材料,朱红涂料,0.88
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑功能,报时设施,0.6
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑功能,地标建筑,0.55
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,营造技艺,明代原构,0.85
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,营造技艺,修葺可考工艺,0.82
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑空间布局,十字券门洞,0.95
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑空间布局,四面悬匾布局,0.93
1242,隰县鼓楼,官府,明,1617,17世纪,山西省,建筑空间布局,露天梯道,0.9
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑结构体系,城堡式,0.95
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑结构体系,内城外城结构,0.93
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑结构体系,依山就势,0.9
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑材料,石刻,0.55
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑材料,砖石,0.5
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑功能,宗祠,0.9
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑功能,藏兵洞,0.88
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑功能,御书楼,0.87
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑功能,内宅,0.85
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑功能,城墙,0.85
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,营造技艺,砖木结构营造,0.85
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,营造技艺,防御性营造,0.8
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,营造技艺,官式营造,0.75
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑空间布局,内城外城布局,0.95
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑空间布局,院落式,0.93
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑空间布局,依山就势布局,0.92
1261,陈廷敬故居,民居,明,1429,15世纪,山西省,建筑空间布局,附属建筑群,0.9
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑结构体系,歇山顶,0.95
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑结构体系,重檐十字歇山顶,0.95
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑结构体系,悬山式顶,0.95
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑结构体系,拱券窑洞式,0.95
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑结构体系,木构楼阁,0.95
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑材料,孔雀蓝琉璃瓦,0.85
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑功能,科举唱榜场所,0.98
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑功能,宣唱名次建筑,0.98
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑功能,科举文化建筑,0.98
1276,唱经楼,官府,明,1368,14世纪,山西省,营造技艺,落架拆卸维修,0.8
1276,唱经楼,官府,明,1368,14世纪,山西省,营造技艺,整体拆卸复原,0.8
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑空间布局,工字形格局,0.96
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑空间布局,坐南朝北,0.96
1276,唱经楼,官府,明,1368,14世纪,山西省,建筑空间布局,楼阁院落组合,0.96
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑结构体系,石拱桥,0.95
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑结构体系,九墩联孔,0.95
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑材料,石材,0.95
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑材料,石砌,0.95
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑功能,交通桥梁,0.6
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑功能,水利设施,0.5
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,营造技艺,拱券砌筑,0.7
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,营造技艺,传统石作,0.65
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑空间布局,弧形桥面,0.85
1291,平遥惠济桥,桥梁,清,1671,17世纪,山西省,建筑空间布局,线性布局,0.8
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑结构体系,三进两院过道厅,0.95
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑结构体系,窑洞加前廊,0.93
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑结构体系,主院与跨院组合,0.92
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑材料,青砖,0.85
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑材料,灰瓦,0.84
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑材料,木构架,0.86
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑功能,住宅,0.95
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑功能,厨房及佣人生活处,0.9
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑功能,书房,0.88
1292,雷履泰旧居,民居,清,1821,19世纪,山西省,建筑功能,先祖圣龛,0.87
